community_id,community_name,community_aliases,community_type,local_govt_council,ward,land_council,electorate,ntg_region,population_count,population_source,latitude,longitude,bushtel_url,Mobile_Coverage_Listed,Coverage_Match_Status,Coverage_Match_Method,Coverage_Matched_Input_Name,Coverage_Match_Distance_km,Coverage_SITE NAME,Coverage_SITE TYPE,Coverage_POPULATION,Coverage_MACRO CELL,Coverage_SMALL CELL,Coverage_PROXIMITY TO CELL,Coverage_PROVIDER,Coverage_LATITUDE,Coverage_LONGITUDE,Nearest_Telstra_km,Nearest_Telstra_Technology,Nearest_Telstra_Active_Bands,Nearest_Telstra_Year,Nearest_Telstra_MNO,Nearest_Telstra_RFNSA ID,Nearest_Telstra_Latitude,Nearest_Telstra_Longitude,Nearest_Telstra_GSM900,Nearest_Telstra_IoT700,Nearest_Telstra_LTE700,Nearest_Telstra_LTE850,Nearest_Telstra_LTE1800,Nearest_Telstra_LTE2100,Nearest_Telstra_LTE2600,Nearest_Telstra_NR700,Nearest_Telstra_NR850,Nearest_Telstra_NR2100,Nearest_Telstra_NR2600,Nearest_Telstra_NR3600,Nearest_Telstra_NR26000,Nearest_Telstra_Co_funded,Nearest_Telstra_Co_contribution_program,Nearest_Telstra_Round,Nearest_Optus_km,Nearest_Optus_Technology,Nearest_Optus_Active_Bands,Nearest_Optus_Year,Nearest_Optus_MNO,Nearest_Optus_RFNSA ID,Nearest_Optus_Latitude,Nearest_Optus_Longitude,Nearest_Optus_NBIoT700,Nearest_Optus_UMTS900,Nearest_Optus_UMTS2100,Nearest_Optus_LTE700,Nearest_Optus_LTE900,Nearest_Optus_LTE1800,Nearest_Optus_LTE2100,Nearest_Optus_LTE2300,Nearest_Optus_LTE2600,Nearest_Optus_NR700,Nearest_Optus_NR900,Nearest_Optus_NR2100,Nearest_Optus_NR2300,Nearest_Optus_NR3500,Nearest_Optus_NR26000,Nearest_Optus_Co_funded,Nearest_Optus_Co_contribution_program,Nearest_Optus_Round,Nearest_TPG_km,Nearest_TPG_Technology,Nearest_TPG_Active_Bands,Nearest_TPG_Year,Nearest_TPG_MNO,Nearest_TPG_RFNSA ID,Nearest_TPG_Latitude,Nearest_TPG_Longitude,Nearest_TPG_NBIoT850,Nearest_TPG_LTE700,Nearest_TPG_LTE850,Nearest_TPG_LTE1800,Nearest_TPG_LTE2100,Nearest_TPG_NR700,Nearest_TPG_NR1800,Nearest_TPG_NR2100,Nearest_TPG_NR3600,Nearest_TPG_NR26000,Nearest_TPG_Co_funded,Nearest_TPG_Co_contribution_program,Nearest_TPG_Round,Nearest_Any_Site_km,Nearest_Any_Provider,Infrastructure_Isolation_Rank,Nearest_Primary_School,Nearest_Primary_School_km,Nearest_Primary_School_Type,Nearest_Primary_School_Sector,Nearest_Primary_School_Remoteness,Nearest_Primary_School_Campus_Type,Nearest_Primary_School_Special,Nearest_Primary_School_Latitude,Nearest_Primary_School_Longitude,Nearest_Primary_ACARA_SML_ID,Nearest_Primary_Location_AGE_ID,Nearest_Primary_School_AGE_ID,Nearest_Primary_Rolled_School_ID,Nearest_Secondary_School,Nearest_Secondary_School_km,Nearest_Secondary_School_Type,Nearest_Secondary_School_Sector,Nearest_Secondary_School_Remoteness,Nearest_Secondary_School_Campus_Type,Nearest_Secondary_School_Special,Nearest_Secondary_School_Latitude,Nearest_Secondary_School_Longitude,Nearest_Secondary_ACARA_SML_ID,Nearest_Secondary_Location_AGE_ID,Nearest_Secondary_School_AGE_ID,Nearest_Secondary_Rolled_School_ID,Secondary_vs_Mobile_Distance_Difference_km,Primary_vs_Mobile_Distance_Difference_km,Mobile_Further_Than_Primary,Mobile_Further_Than_Secondary,Secondary_Over_50km,Mobile_Site_Over_50km,Education_Mobile_Isolation_Review,ILOC_CODE_2021,ILOC_NAME_2021,IAREA_CODE_2021,IAREA_NAME_2021,IREG_CODE_2021,IREG_NAME_2021,ILOC_STATE_CODE_2021,ILOC_STATE_NAME_2021,ILOC_AREA_SQKM_2021,ILOC_Match_Method,ILOC_Match_Status,ILOC_Indigenous_Population_Male,ILOC_Indigenous_Population_Female,ILOC_Indigenous_Population,ILOC_Indigenous_Age_0_4,ILOC_Indigenous_Age_5_14,ILOC_Indigenous_Age_15_24,ILOC_Indigenous_Age_25_44,ILOC_Indigenous_Age_45_64,ILOC_Indigenous_Age_65_Plus,ILOC_Indigenous_Median_Age,ILOC_Indigenous_Median_Personal_Income_Weekly,ILOC_Indigenous_Household_Median_Income_Weekly,ILOC_Indigenous_Household_Avg_Persons_Per_Bedroom,ILOC_Indigenous_Household_Avg_Size,ILOC_Indigenous_Dwellings_Needing_Extra_Bedrooms_Pct,ILOC_Indigenous_Preschool_Students,ILOC_Indigenous_Primary_Students,ILOC_Indigenous_Secondary_Students,ILOC_Indigenous_Persons_Age_15_Plus,ILOC_Indigenous_Employed,ILOC_Indigenous_Unemployed,ILOC_Indigenous_Labour_Force,ILOC_Indigenous_Not_In_Labour_Force,ILOC_Indigenous_Unemployment_Pct,ILOC_Indigenous_Labour_Force_Participation_Pct,ILOC_Indigenous_Employment_To_Population_Pct,ILOC_Indigenous_Age_0_14,Demographic_Source,Demographic_Geography_Type,Demographic_Census_Year
1014,PENYEME,No aliases recorded with NTG DIPL,Family Outstation,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-22.78725,135.67273,https://bushtel.nt.gov.au/profile/1014,Not listed,Not confirmed,,,,,,,,,,,,,78.13673251747672,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,872152,-22.97496,134.93773,,Y,Y,,,,,,,,,,,Y,REGIONAL CO-INVESTMENT: NT ISCA,1.0,125.25840274697606,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,872188,-23.45604,134.68709,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),4.0,455.8338994632812,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,78.13673251747672,Telstra,41,Bonya School,50.65519528493626,Combined,Government,Very Remote,School Single Entity,0,-22.77886,136.16675,50081,66018.0,26018.0,50081,Bonya School,50.65519528493626,Combined,Government,Very Remote,School Single Entity,0,-22.77886,136.16675,50081,66018.0,26018.0,50081,-27.48153723254045,-27.48153723254045,Yes,Yes,Yes,Yes,Review,70900502,Atitjere - Akarnenehe Outstations,709005,Atitjere - Akarnenehe - Engawala,709,Apatula,7,Northern Territory,67455.8399,Within polygon,Matched,68,60,126,10,26,26,32,21,4,24,277,762,1.3,3.8,29.6,0,23,5,89,14,10,22,63,37.5,26.4,16.5,36,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
406,PERREDERR,"MULCHILL,PARADALE",Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,61.0,Homelands Service Provider Report 2023,-14.01963,129.82661,https://bushtel.nt.gov.au/profile/406,Not listed,Not confirmed,,,,,,,,,,,,,31.45769672626917,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,822068,-14.15629,130.082,,Y,Y,,,,,,,,,,,,,,132.393522657935,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822091,-13.164608,130.679087,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,204.86378565226084,4G/LTE + 5G/NR,"LTE850, LTE1800, LTE2100, NR700",2025,TPG,800002,-12.4651,130.8425,,,Y,Y,Y,Y,,,,,,,,31.45769672626917,Telstra,257,St Francis Xavier Catholic School - Wudikapildiyer Homeland Learning Centre Campus,26.013388566071523,Combined,Catholic,Very Remote,School Sub-Campus,0,-13.8593246864877,130.002167496203,53319,,13312.0,50145,St Francis Xavier Catholic School - Wudikapildiyer Homeland Learning Centre Campus,26.013388566071523,Combined,Catholic,Very Remote,School Sub-Campus,0,-13.8593246864877,130.002167496203,53319,,13312.0,50145,-5.444308160197647,-5.444308160197647,Yes,Yes,No,No,,70400501,Thamarrurr exc. Wadeye,704005,Thamarrurr inc. Wadeye,704,Jabiru - Tiwi,7,Northern Territory,3352.8699,Within polygon,Matched,96,89,188,14,38,56,57,23,5,21,233,860,1.9,4.9,35.3,4,25,11,140,21,30,53,85,60.8,37.2,14.6,52,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
859,PERTARRATENGE,BOOMERANG BORE,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,24.0,Homelands Service Provider Report 2023,-24.41326,133.31956,https://bushtel.nt.gov.au/profile/859,Not listed,Not confirmed,,,,,,,,,,,,,16.237749040604925,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,872168,-24.33977,133.4581,,Y,Y,,,,,,,,,,,,,,16.277718388944447,3G/UMTS,UMTS900,2025,Optus,872145,-24.34009,133.45876,,Y,,,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,754.2919115429792,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,16.237749040604925,Telstra,406,Wallace Rockhole School,40.04697765406621,Combined,Government,Very Remote,School Single Entity,0,-24.1233,133.085237,50127,56576.0,16576.0,50127,Wallace Rockhole School,40.04697765406621,Combined,Government,Very Remote,School Single Entity,0,-24.1233,133.085237,50127,56576.0,16576.0,50127,23.80922861346128,23.80922861346128,No,No,No,No,,70900802,Kaltukatjara Outstations,709008,Kaltukatjara and Outstations,709,Apatula,7,Northern Territory,87474.9608,Within polygon,Matched,28,34,60,8,7,8,17,16,3,29,295,966,1.7,3.7,40.0,0,5,6,46,14,5,12,35,14.3,29.8,25.5,15,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
927,PERTE THERRE,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,17.0,Homelands Service Provider Report 2023,-23.75818,133.64573,https://bushtel.nt.gov.au/profile/927,Yes,Confirmed,Primary name,PERTE THERRE,0.0339950972577957,PERTE THERRE,COMMUNITY,18.0,,,YES,OPTUS/TELSTRA,-23.758,133.646,17.278517874764535,4G/LTE + IoT,"IoT700, LTE700, LTE2600",2025,Telstra,873001,-23.74989,133.81526,,Y,Y,,,,Y,,,,,,,,,,20.99013841124631,4G/LTE + 5G/NR + IoT,"NBIoT700, LTE700, LTE900, LTE1800, LTE2100, LTE2600, NR700, NR900, NR2100",2025,Optus,870064,-23.69695,133.84078,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,689.2933325252021,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,17.278517874764535,Telstra,395,Living Waters Lutheran School,20.077027515287305,Primary,Independent,Remote,School Single Entity,0,-23.69766,133.83155,50151,46877.0,6877.0,50151,Araluen Christian College,21.765053246192657,Combined,Independent,Remote,School Single Entity,0,-23.70771,133.85232,40343,55336.0,15336.0,40343,4.486535371428122,2.79850964052277,No,No,No,No,,70900103,South MacDonnell Ranges,709001,Amoonguna - Santa Teresa - Titjikala,709,Apatula,7,Northern Territory,31517.5382,Within polygon,Matched,651,171,821,14,29,137,420,188,34,35,360,645,1.0,2.5,10.9,6,16,14,773,55,7,64,688,12.3,8.4,7.4,43,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
860,PETYALE,No aliases recorded with NTG DIPL,Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,CENTRAL AUSTRALIA,3.0,Homelands Service Provider Report 2023,-21.99972,133.43363,https://bushtel.nt.gov.au/profile/860,Not listed,Not confirmed,,,,,,,,,,,,,22.55558618036375,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,872001,-22.20222,133.42083,,Y,Y,,,,,,,,,,,,,,14.916895540794922,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,872135,-22.13295,133.4167,,Y,,Y,,,,,,,,,,,,,,,643.056561583832,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,14.916895540794922,Optus,427,Ti Tree School,14.327793776655914,Combined,Government,Very Remote,School Single Entity,0,-22.12793,133.41976,50120,47895.0,7895.0,50120,Ti Tree School,14.327793776655914,Combined,Government,Very Remote,School Single Entity,0,-22.12793,133.41976,50120,47895.0,7895.0,50120,-0.5891017641390075,-0.5891017641390075,Yes,Yes,No,No,,70900301,Anmatjere - Surrounds,709003,Anmatjere,709,Apatula,7,Northern Territory,49609.3293,Within polygon,Matched,59,43,104,14,10,13,33,25,7,31,226,675,1.5,4.1,40.9,4,12,6,78,0,10,15,58,80.0,19.5,3.9,24,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
133,PHILLIPSON BORE,PHILIPSON BORE,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,6.0,Homelands Service Provider Report 2023,-24.09593,134.43038,https://bushtel.nt.gov.au/profile/133,Yes,Confirmed,Primary name,PHILLIPSON BORE,0.0393497417631831,PHILLIPSON BORE,COMMUNITY,5.0,,,YES,TELSTRA,-24.096,134.43,6.7027516213014735,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,872023,-24.13028,134.37611,,Y,Y,,,,,,,,,,,,,,55.91204420202006,3G/UMTS,UMTS900,2025,Optus,872149,-23.5959,134.4883,,Y,,,,,,,,,,,,,,,,,640.6863010914986,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,6.7027516213014735,Telstra,548,Ltyentye Apurte Catholic School,6.763199799394619,Combined,Catholic,Remote,School Single Entity,0,-24.12922,134.37461,50142,53311.0,13311.0,50142,Ltyentye Apurte Catholic School,6.763199799394619,Combined,Catholic,Remote,School Single Entity,0,-24.12922,134.37461,50142,53311.0,13311.0,50142,0.0604481780931456,0.0604481780931456,No,No,No,No,,70900102,Santa Teresa (Ltyentye Purte),709001,Amoonguna - Santa Teresa - Titjikala,709,Apatula,7,Northern Territory,1247.1447,Within polygon,Matched,277,285,561,55,126,105,163,86,17,23,258,1010,1.8,5.2,59.6,10,99,39,378,127,11,132,237,5.2,35.7,33.9,181,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
604,PICININNY BORE,"BLACK HILLS,TJABALAJABALA",Family Outstation,CENTRAL DESERT,NORTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-19.82711,129.78279,https://bushtel.nt.gov.au/profile/604,Not listed,Not confirmed,,,,,,,,,,,,,79.48301639252999,4G/LTE + IoT,"IoT700, LTE700, LTE2600",2025,Telstra,872170,-20.52398,129.95232,,Y,Y,,,,Y,,,,,,,,,,224.22666864384271,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,6770029,-19.55522,127.66057,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,815.3300947579096,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836004,-12.613261,131.151729,,,Y,Y,Y,,,,,,,,,79.48301639252999,Telstra,38,Lajamanu School,188.45985095655263,Combined,Government,Very Remote,School Single Entity,0,-18.3353,130.633981,50060,44761.0,4761.0,50060,Lajamanu School,188.45985095655263,Combined,Government,Very Remote,School Single Entity,0,-18.3353,130.633981,50060,44761.0,4761.0,50060,108.97683456402268,108.97683456402268,No,No,Yes,Yes,Review,70901002,Tanami Outstations,709010,Nyirripi and Tanami Outstations,709,Apatula,7,Northern Territory,142011.3404,Within polygon,Matched,13,16,30,0,0,3,15,5,3,41,1312,2250,1.4,5.0,50.0,0,0,0,30,20,0,20,3,0.0,70.4,70.4,0,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
134,PINE HILL,"ANYUMGYUMBA,AYUNGYMBA",Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,CENTRAL AUSTRALIA,,Not recorded,-22.37949,133.05366,https://bushtel.nt.gov.au/profile/134,Not listed,Not confirmed,,,,,,,,,,,,,34.31112287580297,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,872021,-22.515106,132.75377,,Y,Y,,,,,,,,,,,Y,REGIONAL CO-INVESTMENT: NT RTCP - Brownfield,2.0,42.05839161840594,3G/UMTS,UMTS900,2025,Optus,870011,-22.64468,133.34561,,Y,,,,,,,,,,,,,,,,,690.598944497446,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,34.31112287580297,Telstra,234,Laramba School,34.954486595723246,Combined,Government,Very Remote,School Single Entity,0,-22.533,132.75683,50096,56560.0,16560.0,50096,Laramba School,34.954486595723246,Combined,Government,Very Remote,School Single Entity,0,-22.533,132.75683,50096,56560.0,16560.0,50096,0.6433637199202735,0.6433637199202735,No,No,No,No,,70900301,Anmatjere - Surrounds,709003,Anmatjere,709,Apatula,7,Northern Territory,49609.3293,Within polygon,Matched,59,43,104,14,10,13,33,25,7,31,226,675,1.5,4.1,40.9,4,12,6,78,0,10,15,58,80.0,19.5,3.9,24,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
255,PINGALA,"JRUNTU JANGU,JURNTA JUNGU,JURNTU JUNGU,NUALIDU",Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.0932,133.88269,https://bushtel.nt.gov.au/profile/255,Not listed,Not confirmed,,,,,,,,,,,,,69.60570391204703,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,860009,-19.65103,134.18377,,Y,Y,Y,,,Y,,Y,,Y,,,,,,51.25984340200664,3G/UMTS,UMTS900,2025,Optus,852095,-19.4368,134.20825,,Y,,,,,,,,,,,,,,,,,614.2798255914296,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,51.25984340200664,Optus,125,Tennant Creek Primary School,69.77666592063028,Primary,Government,Very Remote,School Single Entity,0,-19.6501,134.18925,50046,56574.0,16574.0,50046,Tennant Creek High School,69.56837371441974,Secondary,Government,Very Remote,School Single Entity,0,-19.644142,134.196942,50007,47918.0,7918.0,50007,18.308530312413097,18.51682251862364,No,No,Yes,Yes,Review,70700304,Julalikari - Outstations,707003,Barkly,707,Tennant Creek,7,Northern Territory,107784.4629,Within polygon,Matched,67,66,137,15,28,18,41,25,8,27,369,1020,1.4,4.2,31.0,4,26,10,90,13,20,34,41,60.0,39.8,15.9,43,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
752,PINJA,"MT WINNECKE,PIELEGJA,PILEAJA,WINNECKE CREEK",Family Outstation,CENTRAL DESERT,NORTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-18.80958,130.37095,https://bushtel.nt.gov.au/profile/752,Not listed,Not confirmed,,,,,,,,,,,,,59.975581936171935,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,852001,-18.33139,130.63417,,Y,Y,Y,,,Y,,Y,,Y,,,,,,259.8764815466712,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,852107,-16.486946,130.643636,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,694.0443880917278,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836004,-12.613261,131.151729,,,Y,Y,Y,,,,,,,,,59.975581936171935,Telstra,85,Lajamanu School,59.5810463953452,Combined,Government,Very Remote,School Single Entity,0,-18.3353,130.633981,50060,44761.0,4761.0,50060,Lajamanu School,59.5810463953452,Combined,Government,Very Remote,School Single Entity,0,-18.3353,130.633981,50060,44761.0,4761.0,50060,-0.3945355408267375,-0.3945355408267375,Yes,Yes,Yes,Yes,Review,70901002,Tanami Outstations,709010,Nyirripi and Tanami Outstations,709,Apatula,7,Northern Territory,142011.3404,Within polygon,Matched,13,16,30,0,0,3,15,5,3,41,1312,2250,1.4,5.0,50.0,0,0,0,30,20,0,20,3,0.0,70.4,70.4,0,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
136,PINPIRNGA,"DESERT BORE,PINIARNGA,PINPIARNA,PINPIARNGA,PINPIRRNGA",Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.16275,129.46322,https://bushtel.nt.gov.au/profile/136,Not listed,Not confirmed,,,,,,,,,,,,,14.53536909721354,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,872046,-23.27311,129.386987,,Y,Y,,,,,,,,,,,Y,REGIONAL CO-INVESTMENT: NT ISCA,1.0,241.10772730621463,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,872146,-24.251,131.5116,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,1068.869536628307,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,14.53536909721354,Telstra,432,Walungurru School,14.875208815289716,Combined,Government,Very Remote,School Single Entity,0,-23.27712,129.38771,50128,56577.0,16577.0,50128,Yirara College - Kintore Campus,14.866963647243384,Secondary,Independent,Very Remote,School Sub-Campus,0,-23.278159,129.389765,40933,77481.0,14276.0,50156,0.3315945500298447,0.3398397180761776,No,No,No,No,,70901302,Walungurru Outstations,709013,Walungurru and Outstations,709,Apatula,7,Northern Territory,28754.6795,Within polygon,Matched,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
701,POLICEMANS HOLE,"LITTLE POLICEMANS HOLE,NYAWANYAWAN DAWANG",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-15.77853,129.10654,https://bushtel.nt.gov.au/profile/701,Not listed,Not confirmed,,,,,,,,,,,,,25.327819385090063,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,6743043,-15.98162,128.99931,,Y,Y,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,1.729617897265321,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,852121,-15.762983,129.106028,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,413.2514050079984,4G/LTE + 5G/NR,"LTE850, LTE1800, LTE2100, NR700",2025,TPG,800002,-12.4651,130.8425,,,Y,Y,Y,Y,,,,,,,,1.729617897265321,Optus,614,Bulla Camp School,67.08797069381575,Combined,Government,Very Remote,School Single Entity,0,-15.9353,129.7122,50082,56531.0,16531.0,50082,Bulla Camp School,67.08797069381575,Combined,Government,Very Remote,School Single Entity,0,-15.9353,129.7122,50082,56531.0,16531.0,50082,65.35835279655043,65.35835279655043,No,No,Yes,No,,70500805,Timber Creek - Surrounds,705008,Victoria River,705,Katherine,7,Northern Territory,64510.5948,Within polygon,Matched,66,56,127,14,28,25,30,15,14,23,336,860,2.0,4.3,46.2,0,17,6,88,14,19,29,51,56.7,34.5,14.9,42,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
139,PULARDI,"DESERT BORE,MT ALLAN",Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,40.0,Homelands Service Provider Report 2023,-22.56332,132.37978,https://bushtel.nt.gov.au/profile/139,Not listed,Not confirmed,,,,,,,,,,,,,35.61297263103507,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,872028,-22.8111,132.59973,,Y,Y,,,,,,,,,,,Y,Northern Territory Co-investment Northern Territory ISCA,,99.5574929701504,3G/UMTS,UMTS900,2025,Optus,870011,-22.64468,133.34561,,Y,,,,,,,,,,,,,,,,,762.73743609597,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,35.61297263103507,Telstra,227,Mount Allan School,38.40134886438628,Combined,Government,Very Remote,School Single Entity,0,-22.2566,132.2081,50105,56567.0,16567.0,50105,Mount Allan School,38.40134886438628,Combined,Government,Very Remote,School Single Entity,0,-22.2566,132.2081,50105,56567.0,16567.0,50105,2.788376233351208,2.788376233351208,No,No,No,No,,70900301,Anmatjere - Surrounds,709003,Anmatjere,709,Apatula,7,Northern Territory,49609.3293,Within polygon,Matched,59,43,104,14,10,13,33,25,7,31,226,675,1.5,4.1,40.9,4,12,6,78,0,10,15,58,80.0,19.5,3.9,24,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
730,PUNGALINDUM,"ALPARRINYA,APENGARLINTEM,APUNGALINDUM,PUNGALINDEM,PUNGALINOEM",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,33.0,Homelands Service Provider Report 2023,-22.07061,134.68879,https://bushtel.nt.gov.au/profile/730,Not listed,Not confirmed,,,,,,,,,,,,,9.14843415832293,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, NR850",2025,Telstra,872116,-22.086785,134.7758417,,Y,Y,Y,,,,,Y,,,,,,,,102.01637025738596,3G/UMTS,UMTS900,2025,Optus,872132,-21.53135,133.88937,,Y,,,,,,,,,,,,,,,,,519.1208602591362,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,9.14843415832293,Telstra,512,Arlparra School,9.087190322597824,Combined,Government,Very Remote,School Single Entity,0,-22.087628,134.775047,40836,68613.0,28613.0,40836,Arlparra School,9.087190322597824,Combined,Government,Very Remote,School Single Entity,0,-22.087628,134.775047,40836,68613.0,28613.0,40836,-0.0612438357251043,-0.0612438357251043,Yes,Yes,No,No,,70901204,Utopia - Arawerr - Arlparra,709012,Urapuntja,709,Apatula,7,Northern Territory,2624.214,Within polygon,Matched,159,209,372,30,92,60,108,59,22,25,373,1297,2.3,5.1,59.1,12,60,27,249,31,19,47,159,37.0,18.5,11.7,122,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
840,PUNJARRIJI,MOSQUITO CREEK,Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-20.31062,134.50807,https://bushtel.nt.gov.au/profile/840,Not listed,Not confirmed,,,,,,,,,,,,,47.26522419375201,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,872143,-20.64109,134.2227,,Y,Y,,,,,,,,,,,,,,36.90164260668604,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,872187,-20.5558,134.2694,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),4.0,521.300509051949,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,36.90164260668604,Optus,210,Alekarenge School,77.81185746516779,Combined,Government,Very Remote,School Single Entity,0,-21.003806,134.405661,50054,47898.0,7898.0,50054,Alekarenge School,77.81185746516779,Combined,Government,Very Remote,School Single Entity,0,-21.003806,134.405661,50054,47898.0,7898.0,50054,40.91021485848175,40.91021485848175,No,No,Yes,No,,70700304,Julalikari - Outstations,707003,Barkly,707,Tennant Creek,7,Northern Territory,107784.4629,Within polygon,Matched,67,66,137,15,28,18,41,25,8,27,369,1020,1.4,4.2,31.0,4,26,10,90,13,20,34,41,60.0,39.8,15.9,43,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
